CATEGORY (i.e.ISCED description),COURSE TITLE,R1 2020,2020 R1 Random,R2 P2020,2020 R2 Random,EOS,EOS Random *,EOS Mid-point,LEVEL,HEI,2020 Interview,avp,v
Law,Law (BCL),499,0.0,0,0.0,499,0.0,518,8,"National University of Ireland, Galway",0.0,0,0
Law,Law (BCL) and Human Rights,520,0.0,0,0.0,520,0.0,541,8,"National University of Ireland, Galway",0.0,0,0
Law,Law and Taxation,509,0.0,0,0.0,509,0.0,543,8,"National University of Ireland, Galway",0.0,0,0
Law,"Law (BCL), Criminology and Criminal Justice",530,0.0,0,0.0,530,0.0,554,8,"National University of Ireland, Galway",0.0,0,0
Business and administration,"Business Studies (International Hotel Management, interview)",497,0.0,0,0.0,497,0.0,611,8,"National University of Ireland, Galway",1.0,0,0
Business and administration,"Commerce (International Hotel Management, interview)",681,0.0,0,0.0,681,0.0,724,8,"National University of Ireland, Galway",1.0,0,0
Biological and related sciences,Science,433,0.0,432,0.0,432,0.0,487,8,"National University of Ireland, Galway",0.0,0,0
Biological and related sciences,Biomedical Science,556,0.0,0,0.0,556,0.0,589,8,"National University of Ireland, Galway",0.0,0,0
Engineering and engineering trades,Biotechnology,465,0.0,0,0.0,465,0.0,498,8,"National University of Ireland, Galway",0.0,0,0
Environment,Environmental Science,408,0.0,0,0.0,408,0.0,484,8,"National University of Ireland, Galway",0.0,0,0
Mathematics and statistics,Financial Mathematics and Economics,487,0.0,0,0.0,487,0.0,532,8,"National University of Ireland, Galway",0.0,0,0
Physical sciences,Marine Science,419,0.0,0,0.0,419,0.0,476,8,"National University of Ireland, Galway",0.0,0,0
Hygiene and occupational health services,Environmental Health and Safety,412,0.0,0,0.0,412,0.0,440,8,"National University of Ireland, Galway",0.0,0,0
Physical sciences,Earth and Ocean Sciences,403,0.0,0,0.0,403,0.0,444,8,"National University of Ireland, Galway",0.0,0,0
Biological and related sciences,Biopharmaceutical Chemistry,509,0.0,0,0.0,509,0.0,542,8,"National University of Ireland, Galway",0.0,0,0
Mathematics and statistics,Mathematical Science,476,0.0,0,0.0,476,0.0,566,8,"National University of Ireland, Galway",0.0,0,0
Physical sciences,"Physics (Degree options: Applied,Astrophysics,Biomedical,Theoretical)",402,0.0,0,0.0,402,0.0,478,8,"National University of Ireland, Galway",0.0,0,0
Biological and related sciences,Genetics and Genomics,508,0.0,0,0.0,508,0.0,532,8,"National University of Ireland, Galway",0.0,0,0
Information and Communication Technologies (ICTs),Computer Science and Information Technology,403,0.0,0,0.0,403,0.0,454,8,"National University of Ireland, Galway",0.0,0,0
Engineering and engineering trades,Engineering (Undenominated),465,0.0,0,0.0,465,0.0,511,8,"National University of Ireland, Galway",0.0,0,0
Architecture and construction,Civil Engineering,455,0.0,0,0.0,455,0.0,499,8,"National University of Ireland, Galway",0.0,0,0
Engineering and engineering trades,Mechanical Engineering,454,0.0,0,0.0,454,0.0,509,8,"National University of Ireland, Galway",0.0,0,0
Engineering and engineering trades,Electronic and Computer Engineering,510,0.0,0,0.0,510,0.0,544,8,"National University of Ireland, Galway",0.0,0,0
Engineering and engineering trades,Biomedical Engineering,509,0.0,0,0.0,509,0.0,554,8,"National University of Ireland, Galway",0.0,0,0
Architecture and construction,Project and Construction Management,403,0.0,0,0.0,403,0.0,456,8,"National University of Ireland, Galway",0.0,0,0
Engineering and engineering trades,Energy Systems Engineering,502,0.0,0,0.0,502,0.0,531,8,"National University of Ireland, Galway",0.0,0,0
Engineering and engineering trades,Electrical and Electronic Engineering,405,0.0,0,0.0,405,0.0,429,8,"National University of Ireland, Galway",0.0,0,0
Health,"Medicine (five year/six year course, HPAT required)",728,1.0,0,0.0,728,0.0,731,8,"National University of Ireland, Galway",1.0,0,0
Health,Occupational Therapy,555,0.0,0,0.0,555,0.0,567,8,"National University of Ireland, Galway",0.0,0,0
Health,Speech and Language Therapy,543,0.0,0,0.0,543,0.0,554,8,"National University of Ireland, Galway",0.0,0,0
Health,Podiatric Medicine,443,0.0,0,0.0,443,0.0,476,8,"National University of Ireland, Galway",0.0,0,0
Health,General Nursing (Galway and Portiuncula),476,0.0,473,0.0,473,0.0,496,8,"National University of Ireland, Galway",0.0,0,0
Health,Mental Health Nursing,440,0.0,0,0.0,440,0.0,467,8,"National University of Ireland, Galway",0.0,0,0
Health,Midwifery,495,0.0,0,0.0,495,0.0,518,8,"National University of Ireland, Galway",0.0,0,0
Business and administration,Accounting and Finance,203,0.0,0,0.0,203,0.0,253,8,ICD Business School,0.0,avp,0
Business and administration,Business Studies,294,0.0,0,0.0,294,0.0,309,8,ICD Business School,0.0,avp,0
Arts,"Art and Design (Common Entry, portfolio)",740,0.0,0,0.0,740,0.0,961,8,Limerick Institute of Technology,1.0,0,0
Arts,Fashion and Textiles for Product and Costume (portfolio),880,0.0,0,0.0,880,0.0,1029,8,Limerick Institute of Technology,1.0,0,0
Education,Art and Design Teacher Education (portfolio),942,0.0,0,0.0,942,0.0,1013,8,Limerick Institute of Technology,1.0,0,0
Business and administration,Digital Marketing,262,0.0,0,0.0,262,0.0,298,8,Limerick Institute of Technology,0.0,0,0
Business and administration,Accounting and Finance,241,0.0,0,0.0,251,0.0,489,6,Limerick Institute of Technology,0.0,0,0
Business and administration,Marketing and Management,270,0.0,0,0.0,270,0.0,405,6,Limerick Institute of Technology,0.0,0,0
Law,Law and Taxation,307,0.0,0,0.0,307,0.0,356,8,Limerick Institute of Technology,0.0,0,0
Business and administration,Accounting and Finance,300,0.0,0,0.0,300,0.0,371,8,Limerick Institute of Technology,0.0,0,0
Business and administration,Marketing and Management,298,0.0,0,0.0,298,0.0,358,8,Limerick Institute of Technology,0.0,0,0
Business and administration,Enterprise and Innovation,234,0.0,234,0.0,234,0.0,310,8,Limerick Institute of Technology,0.0,avp,0
Personal services,Sports Development and Coaching,205,0.0,0,0.0,205,0.0,341,6,Limerick Institute of Technology,0.0,0,0
Information and Communication Technologies (ICTs),Business with Computing,217,0.0,0,0.0,217,0.0,386,7,Limerick Institute of Technology,0.0,0,0
Information and Communication Technologies (ICTs),Software Development,272,0.0,0,0.0,272,0.0,339,8,Limerick Institute of Technology,0.0,0,0
Information and Communication Technologies (ICTs),Interactive Digital Media,225,0.0,0,0.0,225,0.0,307,8,Limerick Institute of Technology,0.0,0,0
Information and Communication Technologies (ICTs),Internet Systems Development,205,0.0,0,0.0,205,0.0,315,7,Limerick Institute of Technology,0.0,0,0
Information and Communication Technologies (ICTs),Internet Systems Development,262,0.0,260,0.0,260,0.0,272,8,Limerick Institute of Technology,0.0,0,0
Information and Communication Technologies (ICTs),Computer Networks and Systems Management,307,0.0,0,0.0,309,0.0,371,8,Limerick Institute of Technology,0.0,0,0
Architecture and construction,Construction Management,255,0.0,0,0.0,255,0.0,338,8,Limerick Institute of Technology,0.0,0,0
Architecture and construction,Property Valuation and Management,282,0.0,0,0.0,282,0.0,320,8,Limerick Institute of Technology,0.0,0,0
Architecture and construction,Quantity Surveying,294,0.0,0,0.0,298,0.0,362,8,Limerick Institute of Technology,0.0,0,0
Architecture and construction,Built Environment (Common Entry),288,0.0,0,0.0,288,0.0,376,8,Limerick Institute of Technology,0.0,0,0
Architecture and construction,Civil Engineering,206,0.0,0,0.0,206,0.0,377,7,Limerick Institute of Technology,0.0,0,0
Architecture and construction,Civil Engineering Management,270,0.0,0,0.0,270,0.0,308,8,Limerick Institute of Technology,0.0,0,0
Arts,Interior Design,264,0.0,0,0.0,264,0.0,378,7,Limerick Institute of Technology,0.0,0,0
Biological and related sciences,Applied Biology,326,0.0,0,0.0,326,0.0,466,7,Limerick Institute of Technology,0.0,0,0
Health,Clinical Technology,294,0.0,0,0.0,294,0.0,359,8,Limerick Institute of Technology,0.0,0,0
Physical sciences,Forensic and Pharmaceutical Sciences,413,0.0,0,0.0,413,0.0,476,8,Limerick Institute of Technology,0.0,0,0
Environment,Drug and Medicinal Product Analysis,262,0.0,0,0.0,262,0.0,300,8,Limerick Institute of Technology,0.0,0,0
Physical sciences,Forensic and Pharmaceutical Sciences,329,0.0,0,0.0,329,0.0,443,7,Limerick Institute of Technology,0.0,0,0
Health,Medical Technology,289,0.0,0,0.0,289,0.0,411,7,Limerick Institute of Technology,0.0,0,0
Arts,Music Technology and Production,307,0.0,0,0.0,307,0.0,398,7,Limerick Institute of Technology,0.0,0,0
Engineering and engineering trades,Electrical Engineering,261,0.0,0,0.0,261,0.0,348,7,Limerick Institute of Technology,0.0,0,0
Engineering and engineering trades,Electrical Engineering,298,0.0,0,0.0,298,0.0,384,8,Limerick Institute of Technology,0.0,0,0
Arts,Creative Broadcast and Film Production,297,0.0,0,0.0,297,0.0,409,7,Limerick Institute of Technology,0.0,0,0
Engineering and engineering trades,Industrial Automation and Robotic Systems,232,0.0,0,0.0,232,0.0,342,7,Limerick Institute of Technology,0.0,0,0
Engineering and engineering trades,Renewable and Electrical Energy Engineering,280,0.0,0,0.0,280,0.0,387,7,Limerick Institute of Technology,0.0,0,0
Engineering and engineering trades,Electronic Engineering,214,0.0,0,0.0,226,0.0,392,7,Limerick Institute of Technology,0.0,0,0
Engineering and engineering trades,Automobile Technology,208,0.0,0,0.0,208,0.0,332,6,Limerick Institute of Technology,0.0,0,0
Engineering and engineering trades,Precision Engineering,227,0.0,0,0.0,233,0.0,296,7,Limerick Institute of Technology,0.0,0,0
Engineering and engineering trades,"Agricultural Mechanisation at Salesian Agricultural College,Pallaskenry",200,0.0,0,0.0,200,0.0,315,6,Limerick Institute of Technology,0.0,0,0
Engineering and engineering trades,Mechanical Engineering,272,0.0,0,0.0,272,0.0,455,7,Limerick Institute of Technology,0.0,0,0
Engineering and engineering trades,Road Transport Technology and Management,264,0.0,0,0.0,264,0.0,360,7,Limerick Institute of Technology,0.0,0,0
Engineering and engineering trades,Mechanical Engineering,347,0.0,346,0.0,346,0.0,415,8,Limerick Institute of Technology,0.0,0,0
Engineering and engineering trades,Precision Engineering,291,0.0,0,0.0,291,0.0,350,8,Limerick Institute of Technology,0.0,0,0
Personal services,Community Sport Development,188,0.0,0,0.0,188,0.0,312,7,Limerick Institute of Technology,0.0,0,0
Welfare,Social Care Work,367,0.0,0,0.0,367,0.0,389,8,Limerick Institute of Technology,0.0,0,0
Personal services,Business Studies with Travel and Tourism Management,307,0.0,0,0.0,307,0.0,356,8,Limerick Institute of Technology,0.0,0,0
Personal services,Business Studies with Event Management,279,0.0,0,0.0,279,0.0,347,8,Limerick Institute of Technology,0.0,0,0
Business and administration,Business Studies with Sports Management,252,0.0,0,0.0,252,0.0,313,8,Limerick Institute of Technology,0.0,0,0
Social and behavioural sciences,Community Development,235,0.0,0,0.0,235,0.0,298,8,Limerick Institute of Technology,0.0,0,0
Business and administration,Business,346,0.0,0,0.0,346,0.0,388,8,Limerick Institute of Technology,0.0,0,0
Information and Communication Technologies (ICTs),Business with Computing,297,0.0,0,0.0,297,0.0,378,8,Limerick Institute of Technology,0.0,0,0
Information and Communication Technologies (ICTs),Computing,207,0.0,0,0.0,222,0.0,337,7,Limerick Institute of Technology,0.0,0,0
Arts,Interior Design,350,0.0,0,0.0,350,0.0,391,8,Limerick Institute of Technology,0.0,0,0
Biological and related sciences,Biotechnology and Biopharmaceutical Sciences,413,0.0,0,0.0,413,0.0,440,8,Limerick Institute of Technology,0.0,0,0
Arts,Creative Broadcast and Film Production,309,0.0,0,0.0,309,0.0,378,8,Limerick Institute of Technology,0.0,0,0
Arts,Music Technology and Production,325,0.0,0,0.0,325,0.0,402,8,Limerick Institute of Technology,0.0,0,0
Engineering and engineering trades,Renewable and Electrical Energy Engineering,318,0.0,0,0.0,318,0.0,410,8,Limerick Institute of Technology,0.0,0,0
Engineering and engineering trades,Industrial Automation and Robotic Systems,317,0.0,0,0.0,317,0.0,392,8,Limerick Institute of Technology,0.0,0,0
Engineering and engineering trades,Electronic Engineering,318,0.0,0,0.0,318,0.0,358,8,Limerick Institute of Technology,0.0,0,0
Transport services,Automotive Engineering and Transport Management,303,0.0,298,0.0,298,0.0,337,8,Limerick Institute of Technology,0.0,0,0
Personal services,Business Studies in Beauty and Spa Management,236,0.0,0,0.0,236,0.0,328,8,Limerick Institute of Technology,0.0,0,0
Welfare,Early Childhood Education and Care,236,0.0,0,0.0,236,0.0,307,8,Limerick Institute of Technology,0.0,0,0
Personal services,Culinary Arts,163,0.0,0,0.0,163,0.0,376,7,Limerick Institute of Technology,0.0,0,0
Personal services,Hospitality Supervision,148,0.0,0,0.0,148,0.0,300,7,Limerick Institute of Technology,0.0,0,0
Welfare,Early Childhood Education and Care,297,0.0,0,0.0,297,0.0,298,8,Limerick Institute of Technology,0.0,0,0
Welfare,Social Care Work,225,0.0,0,0.0,225,0.0,288,8,Limerick Institute of Technology,0.0,0,0
Environment,Environmental Science and Climate,279,0.0,0,0.0,279,0.0,348,8,Limerick Institute of Technology,0.0,0,0
Information and Communication Technologies (ICTs),Data Analytics and Cyber Security,236,0.0,0,0.0,236,0.0,336,8,Limerick Institute of Technology,0.0,0,0
Business and administration,Business,197,0.0,0,0.0,197,0.0,444,7,Limerick Institute of Technology,0.0,0,0
Business and administration,Business,274,0.0,0,0.0,274,0.0,391,8,Limerick Institute of Technology,0.0,0,0
Information and Communication Technologies (ICTs),Computing - Games Design and Development,270,0.0,0,0.0,270,0.0,338,8,Limerick Institute of Technology,0.0,0,0
Personal services,Sports Strength and Conditioning,298,0.0,0,0.0,298,0.0,347,8,Limerick Institute of Technology,0.0,0,0
Personal services,Sports Strength and Conditioning,157,0.0,0,0.0,157,0.0,330,7,Limerick Institute of Technology,0.0,0,0
Environment,Environmental Science,278,0.0,0,0.0,278,0.0,399,7,Limerick Institute of Technology,0.0,0,0
"Interdisciplinary programmes and qualifications involving agriculture, forestry and veterinary",Environmental Science and Agriculture,278,0.0,0,0.0,278,0.0,429,7,Limerick Institute of Technology,0.0,0,0
Welfare,Early Childhood Education and Care,144,0.0,0,0.0,144,0.0,367,7,Limerick Institute of Technology,0.0,0,0
"Interdisciplinary programmes and qualifications involving agriculture, forestry and veterinary",Environmental Science and Agriculture,297,0.0,0,0.0,297,0.0,349,8,Limerick Institute of Technology,0.0,0,0
Information and Communication Technologies (ICTs),Game Art and Design (portfolio),852,0.0,0,0.0,852,0.0,1024,8,Limerick Institute of Technology,1.0,0,0
Information and Communication Technologies (ICTs),Creative Media and Design,192,0.0,0,0.0,192,0.0,378,7,Limerick Institute of Technology,0.0,0,0
Information and Communication Technologies (ICTs),Creative Media and Design,234,0.0,0,0.0,234,0.0,327,8,Limerick Institute of Technology,0.0,0,0
Information and Communication Technologies (ICTs),Digital Animation Production (portfolio),808,0.0,0,0.0,808,0.0,939,8,Limerick Institute of Technology,1.0,0,0
Welfare,Social Care Work,260,0.0,0,0.0,260,0.0,370,7,Limerick Institute of Technology,0.0,0,0
Welfare,Early Childhood Education and Care,147,0.0,0,0.0,174,0.0,327,7,Limerick Institute of Technology,0.0,0,0
Business and administration,Business,195,0.0,0,0.0,195,0.0,418,7,Limerick Institute of Technology,0.0,0,0
Welfare,Social Care Work,320,0.0,0,0.0,320,0.0,343,8,Limerick Institute of Technology,0.0,0,0
Welfare,Early Childhood Education and Care,242,0.0,0,0.0,242,0.0,327,8,Limerick Institute of Technology,0.0,0,0
Humanities (except languages),Arts,348,0.0,0,0.0,348,0.0,410,8,University of Limerick,0.0,0,0
Law,Law and Accounting,465,0.0,0,0.0,465,0.0,499,8,University of Limerick,0.0,0,0
Arts,Performing Arts (audition required),303,0.0,0,0.0,303,0.0,401,8,University of Limerick,1.0,0,0
Law,Criminal Justice,418,0.0,0,0.0,418,0.0,440,8,University of Limerick,0.0,0,0
Law,Law Plus,490,0.0,0,0.0,490,0.0,521,8,University of Limerick,0.0,0,0
Social and behavioural sciences,Psychology and Sociology,500,0.0,0,0.0,500,0.0,507,8,University of Limerick,0.0,0,0
Journalism and information,Journalism and Digital Communication,402,0.0,0,0.0,402,0.0,455,8,University of Limerick,0.0,0,0
Humanities (except languages),European Studies,369,0.0,0,0.0,369,0.0,488,8,University of Limerick,0.0,0,0
Languages,Applied Languages,442,0.0,0,0.0,442,0.0,499,8,University of Limerick,0.0,0,0
Business and administration,Business Studies (options),431,0.0,0,0.0,431,0.0,476,8,University of Limerick,0.0,0,0
Business and administration,International Business,528,0.0,0,0.0,528,0.0,555,8,University of Limerick,0.0,0,0
Mathematics and statistics,Financial Mathematics,403,0.0,0,0.0,403,0.0,521,8,University of Limerick,0.0,0,0
Information and Communication Technologies (ICTs),Technology Management,379,0.0,0,0.0,379,0.0,419,8,University of Limerick,0.0,0,0
Manufacturing and processing,Food Science and Health,421,0.0,0,0.0,421,0.0,454,8,University of Limerick,0.0,0,0
Manufacturing and processing,Product Design and Technology (portfolio required),408,0.0,0,0.0,408,0.0,487,8,University of Limerick,1.0,0,0
Engineering and engineering trades,Aeronautical Engineering,520,0.0,0,0.0,520,0.0,554,8,University of Limerick,0.0,0,0
Manufacturing and processing,Construction Management and Engineering,398,0.0,0,0.0,398,0.0,434,8,University of Limerick,0.0,0,0
Personal services,Sport and Exercise Sciences,474,0.0,0,0.0,474,0.0,489,8,University of Limerick,0.0,0,0
Education,Physical Education with concurrent Teacher Education,532,1.0,0,0.0,532,1.0,565,8,University of Limerick,0.0,0,0
Education,Languages with concurrent Teacher Education,517,0.0,0,0.0,517,0.0,543,8,University of Limerick,0.0,0,0
Education,Science with Teacher Ed (Biology with Physics/Chemistry/Ag Science),507,0.0,0,0.0,507,0.0,531,8,University of Limerick,0.0,0,0
Biological and related sciences,Equine Science,339,0.0,0,0.0,339,0.0,412,8,University of Limerick,0.0,0,0
Education,Materials and Architectural Technology with concurrent Teacher Education,440,0.0,0,0.0,440,0.0,478,8,University of Limerick,0.0,0,0
Education,Materials and Engineering Technology with concurrent Teacher Education,367,0.0,0,0.0,367,0.0,421,8,University of Limerick,0.0,0,0
Education,Science with Teacher Ed (Physical Sciences with Chemistry and Physics),405,0.0,0,0.0,405,0.0,454,8,University of Limerick,0.0,0,0
Mathematics and statistics,Mathematics and Computer Science with concurrent Teacher Education,402,0.0,0,0.0,402,0.0,509,8,University of Limerick,0.0,0,0
Architecture and construction,Architecture (portfolio requirement suspended),498,0.0,0,0.0,498,0.0,532,8,University of Limerick,1.0,0,0
Health,Physiotherapy,589,1.0,0,0.0,589,1.0,601,8,University of Limerick,0.0,0,0
Health,Medicine  - Graduate Entry (GAMSAT required),55,1.0,0,0.0,55,1.0,57,8,University of Limerick,1.0,0,0
Social and behavioural sciences,Psychology,509,0.0,0,0.0,509,0.0,529,8,University of Limerick,0.0,0,0
Health,Paramedic Studies (B/C1/C1 Provisional Drivers Licence),392,0.0,0,0.0,392,0.0,445,8,University of Limerick,1.0,0,0
Physical sciences,Chemical and Biochemical Engineering,454,0.0,0,0.0,454,0.0,532,8,University of Limerick,0.0,0,0
Engineering and engineering trades,Engineering (Biomedical/Civil/Design and Manufacture/Mechanical),476,1.0,0,0.0,476,1.0,521,8,University of Limerick,0.0,0,0
Engineering and engineering trades,Electronic and Computer Engineering,403,0.0,0,0.0,403,0.0,489,8,University of Limerick,0.0,0,0
Information and Communication Technologies (ICTs),Computer Science (Computer Systems/Games Dev/Mobile Comm Security),351,0.0,0,0.0,351,0.0,423,8,University of Limerick,0.0,0,0
Information and Communication Technologies (ICTs),Creative Media and Interaction Design (Digital Design/Music Media Tech),327,0.0,0,0.0,327,0.0,401,8,University of Limerick,0.0,0,0
Biological and related sciences,Biological & Chemical Sciences (Biosci/Envir Sci/Ind Bio/IndPharma Chem),441,1.0,0,0.0,441,1.0,478,8,University of Limerick,0.0,0,0
Mathematics and statistics,Mathematics (Math Science/Maths and Physics/Economics and Maths),437,0.0,0,0.0,437,0.0,509,8,University of Limerick,0.0,0,0
Physical sciences,Physics (Applied Physics or Mathematics & Physics),404,0.0,0,0.0,404,0.0,520,8,University of Limerick,0.0,0,0
Health,General Nursing,475,1.0,0,0.0,475,1.0,498,8,University of Limerick,0.0,0,0
Health,Mental Health Nursing,419,1.0,0,0.0,419,1.0,430,8,University of Limerick,0.0,0,0
Health,Intellectual Disability Nursing,420,0.0,0,0.0,440,0.0,473,8,University of Limerick,0.0,0,0
Health,Midwifery,469,0.0,0,0.0,469,0.0,499,8,University of Limerick,0.0,0,0
Biological and related sciences,Equine Science,337,0.0,0,0.0,328,0.0,440,6,University of Limerick,0.0,0,0
Business and administration,Business - Common Entry,161,0.0,161,0.0,161,0.0,358,7,Letterkenny Institute of Technology,0.0,avp,0
Business and administration,Business - Accounting,309,0.0,0,0.0,309,0.0,431,8,Letterkenny Institute of Technology,0.0,0,0
Business and administration,Business,290,0.0,0,0.0,290,0.0,377,8,Letterkenny Institute of Technology,0.0,0,0
Personal services,Sports Studies,149,0.0,148,0.0,148,0.0,299,6,Letterkenny Institute of Technology,0.0,avp,0
Law,Law with Criminal Justice,160,0.0,160,0.0,160,0.0,377,7,Letterkenny Institute of Technology,0.0,avp,0
Law,Law,300,0.0,0,0.0,300,0.0,367,8,Letterkenny Institute of Technology,0.0,0,0
Personal services,Sports and Exercise - Common Entry,300,0.0,0,0.0,300,0.0,367,8,Letterkenny Institute of Technology,0.0,0,0
Personal services,Culinary Arts,229,0.0,224,0.0,224,0.0,387,7,Letterkenny Institute of Technology,0.0,avp,0
Personal services,Hospitality And Tourism - Common Entry,170,0.0,170,0.0,170,0.0,317,7,Letterkenny Institute of Technology,0.0,avp,0
Arts,Design - Common Entry,320,0.0,0,0.0,320,0.0,381,8,Letterkenny Institute of Technology,1.0,0,0
Arts,Digital Film and Video,172,0.0,170,0.0,172,0.0,307,7,Letterkenny Institute of Technology,0.0,avp,0
Arts,Animation,198,0.0,223,0.0,198,0.0,387,7,Letterkenny Institute of Technology,1.0,avp,0
Arts,Fashion with Promotion,266,0.0,279,0.0,266,0.0,384,7,Letterkenny Institute of Technology,1.0,avp,0
Arts,Graphic and Digital Design,179,0.0,204,0.0,189,0.0,356,7,Letterkenny Institute of Technology,1.0,avp,v
Architecture and construction,Quantity Surveying,181,0.0,181,0.0,181,0.0,312,7,Letterkenny Institute of Technology,0.0,avp,0
Architecture and construction,Fire Safety Engineering,276,0.0,0,0.0,276,0.0,326,8,Letterkenny Institute of Technology,0.0,0,0
Architecture and construction,Quantity Surveying,301,0.0,0,0.0,301,0.0,368,8,Letterkenny Institute of Technology,0.0,0,0
Architecture and construction,Civil Engineering,165,0.0,163,0.0,163,0.0,329,7,Letterkenny Institute of Technology,0.0,avp,0
Architecture and construction,Construction Management,271,0.0,0,0.0,271,0.0,321,8,Letterkenny Institute of Technology,0.0,0,0
Engineering and engineering trades,Electronic Engineering,160,0.0,0,0.0,160,0.0,389,7,Letterkenny Institute of Technology,0.0,avp,0
Engineering and engineering trades,Mechanical Engineering,300,0.0,0,0.0,300,0.0,379,8,Letterkenny Institute of Technology,0.0,0,0
Engineering and engineering trades,Mechanical Engineering,180,0.0,180,0.0,180,0.0,328,7,Letterkenny Institute of Technology,0.0,avp,0
Engineering and engineering trades,Electronic Engineering,312,0.0,0,0.0,312,0.0,402,8,Letterkenny Institute of Technology,0.0,0,0
Information and Communication Technologies (ICTs),Computer Games Development,204,0.0,0,0.0,204,0.0,299,7,Letterkenny Institute of Technology,0.0,0,0
Information and Communication Technologies (ICTs),Applied Computing,306,0.0,0,0.0,306,0.0,372,8,Letterkenny Institute of Technology,0.0,0,0
Information and Communication Technologies (ICTs),Computing,164,0.0,160,0.0,160,0.0,350,7,Letterkenny Institute of Technology,0.0,avp,0
Information and Communication Technologies (ICTs),Computer Security and Digital Forensics,169,0.0,169,0.0,169,0.0,348,7,Letterkenny Institute of Technology,0.0,avp,0
Information and Communication Technologies (ICTs),Computer Science,317,0.0,317,0.0,317,0.0,420,8,Letterkenny Institute of Technology,0.0,avp,0
Health,Pharmacy Technician,232,0.0,0,0.0,232,0.0,377,6,Letterkenny Institute of Technology,0.0,0,0
Health,Dental Nursing,233,0.0,223,0.0,223,0.0,326,6,Letterkenny Institute of Technology,0.0,0,0
Biological and related sciences,Bioscience,248,0.0,0,0.0,248,0.0,420,7,Letterkenny Institute of Technology,0.0,0,0
Biological and related sciences,Science - Common Entry,303,0.0,0,0.0,303,0.0,409,8,Letterkenny Institute of Technology,0.0,0,0
Health,Health Science with Physiotherapy Studies,456,0.0,401,0.0,339,0.0,445,6,Letterkenny Institute of Technology,0.0,0,0
Agriculture,Agriculture - Common Entry,307,0.0,0,0.0,307,0.0,351,8,Letterkenny Institute of Technology,0.0,0,0
Health,Health Science with Occupational Therapy Studies,473,0.0,408,0.0,278,0.0,451,6,Letterkenny Institute of Technology,0.0,0,0
Biological and related sciences,Food Science and Nutrition,194,0.0,194,0.0,194,0.0,388,7,Letterkenny Institute of Technology,0.0,avp,0
Health,Health Science with Dietetics Studies,316,0.0,316,0.0,291,0.0,462,6,Letterkenny Institute of Technology,0.0,avp,0
Veterinary,Veterinary Nursing,367,1.0,367,0.0,367,0.0,399,7,Letterkenny Institute of Technology,0.0,0,0
Biological and related sciences,Pharmaceutical & Medicinal Science,163,0.0,163,0.0,163,0.0,310,7,Letterkenny Institute of Technology,0.0,avp,0
Agriculture,Agriculture,202,0.0,181,0.0,181,0.0,327,7,Letterkenny Institute of Technology,0.0,0,0
Welfare,"Early Childhood Care, Health and Education",205,0.0,161,0.0,161,0.0,356,6,Letterkenny Institute of Technology,0.0,0,0
Health,General Nursing,400,1.0,0,0.0,400,1.0,423,8,Letterkenny Institute of Technology,0.0,0,0
Health,Health and Social Care,181,0.0,0,0.0,181,0.0,336,6,Letterkenny Institute of Technology,0.0,0,0
Health,Psychiatric Nursing,357,1.0,0,0.0,357,0.0,387,8,Letterkenny Institute of Technology,0.0,0,0
Health,Intellectual Disability Nursing,326,1.0,0,0.0,328,0.0,346,8,Letterkenny Institute of Technology,0.0,0,0
Welfare,"Early Childhood Care, Health and Education",303,0.0,0,0.0,303,0.0,361,8,Letterkenny Institute of Technology,0.0,0,0
Health,Health & Social Care - Common Entry,280,0.0,0,0.0,280,0.0,330,8,Letterkenny Institute of Technology,0.0,0,0
Education,Education - Primary Teaching (Froebel),507,0.0,0,0.0,507,0.0,531,8,Maynooth University,0.0,0,0
Education,Education - Primary Teaching - Gaeltacht Applicants (Froebel),0,0.0,0,0.0,0,0.0,0,8,Maynooth University,1.0,0,0
Humanities (except languages),Arts,318,0.0,0,0.0,318,0.0,388,8,Maynooth University,0.0,0,0
Arts,Music,,0.0,0,0.0,1,0.0,1,8,Maynooth University,1.0,0,0
Social and behavioural sciences,Psychology - 3 years,521,0.0,0,0.0,521,0.0,529,8,Maynooth University,0.0,0,0
Social and behavioural sciences,Social Science,346,0.0,0,0.0,346,0.0,388,8,Maynooth University,0.0,0,0
Arts,Media Studies,316,0.0,0,0.0,316,0.0,377,8,Maynooth University,0.0,0,0
Welfare,Community and Youth Work (Full-Time),,0.0,0,0.0,1,0.0,1,8,Maynooth University,1.0,0,0
"Interdisciplinary programmes and qualifications involving natural sciences, Mathematics and statistics",Science,360,0.0,0,0.0,360,0.0,418,8,Maynooth University,0.0,0,0
Biological and related sciences,Biotechnology,455,0.0,0,0.0,455,0.0,466,8,Maynooth University,0.0,0,0
Biological and related sciences,Biological and Geographical Sciences,430,0.0,0,0.0,430,0.0,465,8,Maynooth University,0.0,0,0
Physical sciences,Physics with Astrophysics,422,0.0,0,0.0,422,0.0,479,8,Maynooth University,0.0,0,0
Mathematics and statistics,Theoretical Physics and Mathematics,510,0.0,0,0.0,510,0.0,533,8,Maynooth University,0.0,0,0
Information and Communication Technologies (ICTs),Data Science,445,0.0,0,0.0,445,0.0,520,8,Maynooth University,0.0,0,0
Biological and related sciences,Biological and Biomedical Sciences,498,0.0,0,0.0,498,0.0,510,8,Maynooth University,0.0,0,0
