CATEGORY (i.e.ISCED description),COURSE TITLE,COURSE CODE2,R1 POINTS,R1 Random *,R2 POINTS,R2 Random*,EOS,EOS Random *,EOS Mid-point,LEVEL,HEI,Test/Interview #,avp,v
Education,Music Education,TR009,420,0.0,0,0.0,420,0.0,532,8,Trinity College Dublin,1.0,0,0
Humanities (except languages),History and Political Science,TR012,555,0.0,554,0.0,552,1.0,578,8,Trinity College Dublin,0.0,0,0
Social and behavioural sciences,"Philosophy, Political Science, Economics and Sociology",TR015,589,0.0,0,0.0,589,0.0,601,8,Trinity College Dublin,0.0,0,0
Languages,Deaf Studies,TR016,340,0.0,0,0.0,329,0.0,377,8,Trinity College Dublin,0.0,0,0
Law,Law and Business,TR017,602,0.0,0,0.0,602,0.0,613,8,Trinity College Dublin,0.0,0,0
Law,Law and French,TR018,565,0.0,0,0.0,565,0.0,589,8,Trinity College Dublin,0.0,0,0
Law,Law and German,TR019,543,0.0,542,0.0,542,0.0,566,8,Trinity College Dublin,0.0,0,0
Law,Law and Political Science,TR020,602,0.0,0,0.0,601,1.0,613,8,Trinity College Dublin,0.0,0,0
Humanities (except languages),"Classics, Ancient History and Archaeology",TR021,370,0.0,0,0.0,370,0.0,434,8,Trinity College Dublin,0.0,0,0
Languages,Early and Modern Irish,TR022,398,0.0,0,0.0,398,0.0,451,8,Trinity College Dublin,0.0,0,0
Languages,English Studies,TR023,487,0.0,476,0.0,474,0.0,511,8,Trinity College Dublin,0.0,0,0
Humanities (except languages),European Studies,TR024,544,0.0,542,0.0,530,0.0,566,8,Trinity College Dublin,0.0,0,0
Arts,Drama and Theatre Studies,TR025,564,0.0,530,0.0,530,0.0,581,8,Trinity College Dublin,1.0,0,0
Humanities (except languages),Ancient and Medieval History and Culture,TR028,342,0.0,0,0.0,342,0.0,453,8,Trinity College Dublin,0.0,0,0
Social and behavioural sciences,Political Science and Geography,TR029,526,0.0,520,0.0,510,0.0,533,8,Trinity College Dublin,0.0,0,0
Mathematics and statistics,Mathematics,TR031,531,0.0,0,0.0,531,0.0,589,8,Trinity College Dublin,0.0,0,0
Engineering and engineering trades,Engineering,TR032,510,0.0,509,1.0,508,0.0,533,8,Trinity College Dublin,0.0,0,0
Information and Communication Technologies (ICTs),Computer Science,TR033,509,0.0,0,0.0,509,0.0,545,8,Trinity College Dublin,0.0,0,0
Business and administration,Management Science and Information Systems Studies,TR034,613,1.0,0,0.0,613,1.0,625,8,Trinity College Dublin,0.0,0,0
Physical sciences,Theoretical Physics,TR035,543,0.0,0,0.0,543,0.0,601,8,Trinity College Dublin,0.0,0,0
Engineering and engineering trades,Engineering with Management,TR038,532,0.0,0,0.0,532,0.0,556,8,Trinity College Dublin,0.0,0,0
Information and Communication Technologies (ICTs),Computer Science and Language,TR039,454,0.0,424,0.0,424,0.0,488,8,Trinity College Dublin,0.0,0,0
Languages,Middle Eastern and European Languages and Cultures,TR040,466,0.0,0,0.0,466,0.0,521,8,Trinity College Dublin,0.0,0,0
Humanities (except languages),Religion,TR041,368,0.0,0,0.0,368,0.0,418,8,Trinity College Dublin,0.0,0,0
Arts,Film,TR042,489,0.0,476,0.0,466,0.0,498,8,Trinity College Dublin,0.0,0,0
Humanities (except languages),History of Art and Architecture,TR043,393,0.0,354,0.0,354,0.0,474,8,Trinity College Dublin,0.0,0,0
Health,Medicine (HPAT required),TR051,735,1.0,734,1.0,734,0.0,745,8,Trinity College Dublin,1.0,0,0
Health,Dental Science,TR052,613,1.0,613,1.0,613,1.0,625,8,Trinity College Dublin,0.0,0,0
Health,Physiotherapy,TR053,566,1.0,566,1.0,566,1.0,567,8,Trinity College Dublin,0.0,0,0
Health,Occupational Therapy,TR054,533,0.0,0,0.0,533,0.0,554,8,Trinity College Dublin,0.0,0,0
Health,Radiation Therapy,TR055,543,0.0,0,0.0,543,0.0,554,8,Trinity College Dublin,0.0,0,0
Health,Human Health and Disease,TR056,565,0.0,0,0.0,564,0.0,578,8,Trinity College Dublin,0.0,0,0
Biological and related sciences,Biological and Biomedical Sciences,TR060,543,1.0,543,0.0,543,0.0,566,8,Trinity College Dublin,0.0,0,0
Physical sciences,Chemical Sciences,TR061,517,0.0,510,0.0,510,0.0,532,8,Trinity College Dublin,0.0,0,0
Physical sciences,Geography and Geoscience,TR062,473,0.0,0,0.0,473,0.0,499,8,Trinity College Dublin,0.0,0,0
Physical sciences,Physical Sciences,TR063,498,1.0,498,0.0,477,1.0,531,8,Trinity College Dublin,0.0,0,0
Health,Pharmacy,TR072,590,0.0,0,0.0,590,0.0,613,8,Trinity College Dublin,0.0,0,0
Business and administration,Global Business,TR080,589,1.0,0,0.0,589,1.0,601,8,Trinity College Dublin,0.0,0,0
Social and behavioural sciences,"Business, Economic and Social Studies (BESS)",TR081,543,1.0,543,1.0,543,1.0,565,8,Trinity College Dublin,0.0,0,0
Business and administration,Computer Science and Business,TR082,555,0.0,0,0.0,555,0.0,578,8,Trinity College Dublin,0.0,0,0
Social and behavioural sciences,Sociology and Social Policy,TR083,498,0.0,487,0.0,478,0.0,513,8,Trinity College Dublin,0.0,0,0
Welfare,Social Studies (Social Work),TR084,462,1.0,0,0.0,462,1.0,495,8,Trinity College Dublin,0.0,0,0
Business and administration,Business Studies and French,TR085,540,0.0,531,0.0,521,1.0,543,8,Trinity College Dublin,0.0,0,0
Business and administration,Business Studies and German,TR086,509,0.0,499,1.0,499,0.0,518,8,Trinity College Dublin,0.0,0,0
Business and administration,Business Studies and Russian,TR087,474,0.0,465,0.0,456,1.0,488,8,Trinity College Dublin,0.0,0,0
Business and administration,Business Studies and Polish,TR089,444,0.0,424,0.0,424,0.0,468,8,Trinity College Dublin,0.0,0,0
Business and administration,Business Studies and Spanish,TR090,531,1.0,0,0.0,531,1.0,542,8,Trinity College Dublin,0.0,0,0
Health,General Nursing (Meath and St James`s),TR091,429,0.0,0,0.0,429,0.0,455,8,Trinity College Dublin,0.0,0,0
Health,General Nursing (Adelaide School of Nursing),TR093,430,0.0,429,0.0,414,0.0,441,8,Trinity College Dublin,1.0,0,0
Health,Mental Health Nursing,TR095,408,0.0,0,0.0,408,0.0,430,8,Trinity College Dublin,0.0,0,0
Health,Intellectual Disability Nursing,TR097,396,0.0,0,0.0,378,0.0,398,8,Trinity College Dublin,0.0,0,0
Arts,Ancient History and Archaeology/Geography,TR111,352,0.0,0,0.0,352,0.0,429,8,Trinity College Dublin,0.0,0,0
Arts,Ancient History and Archaeology/History,TR112,529,0.0,0,0.0,529,0.0,0,8,Trinity College Dublin,0.0,0,0
Arts,Ancient History and Archaeology/History of Art and Architecture,TR113,337,0.0,0,0.0,337,0.0,477,8,Trinity College Dublin,0.0,0,0
Arts,Ancient History and Archaeology/Modern Language,TR114,337,0.0,0,0.0,337,0.0,420,8,Trinity College Dublin,0.0,0,0
Arts,Ancient History and Archaeology/Religion,TR117,342,0.0,0,0.0,342,0.0,368,8,Trinity College Dublin,0.0,0,0
Arts,Classical Civilisation/English Literature,TR166,498,1.0,496,0.0,496,0.0,523,8,Trinity College Dublin,0.0,0,0
Arts,Classical Civilisation/History of Art and Architecture,TR173,335,0.0,0,0.0,335,0.0,466,8,Trinity College Dublin,0.0,0,0
Arts,Classical Civilisation/Modern Language,TR177,335,0.0,0,0.0,335,0.0,536,8,Trinity College Dublin,0.0,0,0
Arts,Classical Civilisation/Philosophy,TR179,499,0.0,0,0.0,479,0.0,518,8,Trinity College Dublin,0.0,0,0
Arts,Economics/Geography,TR198,534,0.0,0,0.0,534,0.0,552,8,Trinity College Dublin,0.0,0,0
Arts,Economics/History,TR202,534,0.0,0,0.0,534,0.0,566,8,Trinity College Dublin,0.0,0,0
Arts,Economics/Mathematics,TR207,566,1.0,0,0.0,566,1.0,601,8,Trinity College Dublin,0.0,0,0
Arts,Economics/Modern Language,TR208,534,0.0,0,0.0,534,0.0,578,8,Trinity College Dublin,0.0,0,0
Arts,Economics/Philosophy,TR209,534,0.0,0,0.0,534,0.0,576,8,Trinity College Dublin,0.0,0,0
Arts,Economics/Sociology,TR212,534,0.0,0,0.0,534,0.0,541,8,Trinity College Dublin,0.0,0,0
Interdisciplinary programmes and qualifications involving arts and humanities,Classical Languages/English Literature,TR228,498,1.0,0,0.0,498,1.0,533,8,Trinity College Dublin,0.0,0,0
Interdisciplinary programmes and qualifications involving arts and humanities,Classical Languages/History of Art and Architecture,TR231,349,0.0,0,0.0,349,0.0,444,8,Trinity College Dublin,0.0,0,0
Interdisciplinary programmes and qualifications involving arts and humanities,"Classical Languages/Middle Eastern,Jewish and Islamic Civilisations",TR233,349,0.0,0,0.0,349,0.0,566,8,Trinity College Dublin,0.0,0,0
Arts,Classical Languages/Modern Language,TR239,349,0.0,0,0.0,349,0.0,349,8,Trinity College Dublin,0.0,0,0
Arts,English Literature/History,TR262,529,0.0,0,0.0,529,0.0,552,8,Trinity College Dublin,0.0,0,0
Arts,English Literature/History of Art and Architecture,TR263,498,1.0,497,0.0,497,0.0,533,8,Trinity College Dublin,0.0,0,0
Arts,English Literature/Philosophy,TR269,499,0.0,0,0.0,495,0.0,532,8,Trinity College Dublin,0.0,0,0
Arts,English Literature/Sociology,TR272,498,1.0,0,0.0,498,1.0,519,8,Trinity College Dublin,0.0,0,0
Arts,English Literature/Drama Studies,TR276,498,0.0,0,0.0,#476,0.0,530,8,Trinity College Dublin,1.0,0,0
Arts,English Literature/Modern Language,TR277,498,1.0,495,0.0,489,1.0,543,8,Trinity College Dublin,0.0,0,0
Arts,Film/Drama Studies,TR311,521,1.0,0,0.0,#521,1.0,557,8,Trinity College Dublin,1.0,0,0
Arts,Film/English Literature,TR312,521,1.0,0,0.0,521,1.0,541,8,Trinity College Dublin,0.0,0,0
Arts,Film/Music,TR320,521,1.0,0,0.0,521,1.0,555,8,Trinity College Dublin,1.0,0,0
Arts,Geography/History,TR322,529,0.0,0,0.0,529,0.0,555,8,Trinity College Dublin,0.0,0,0
Arts,Drama Studies/Modern Language,TR323,473,0.0,0,0.0,#473,0.0,551,8,Trinity College Dublin,1.0,0,0
Arts,Film/Modern Language,TR324,521,1.0,0,0.0,521,1.0,544,8,Trinity College Dublin,0.0,0,0
Arts,Film/History,TR325,529,0.0,0,0.0,529,0.0,625,8,Trinity College Dublin,0.0,0,0
Arts,Geography/Modern Language,TR326,352,0.0,0,0.0,352,0.0,440,8,Trinity College Dublin,0.0,0,0
Arts,Geography/Sociology,TR332,498,1.0,496,0.0,496,0.0,520,8,Trinity College Dublin,0.0,0,0
Arts,History/History of Art and Architecture,TR443,529,0.0,0,0.0,529,0.0,532,8,Trinity College Dublin,0.0,0,0
Arts,History/Modern Language,TR447,529,0.0,0,0.0,529,0.0,554,8,Trinity College Dublin,0.0,0,0
Arts,History/Philosophy,TR449,529,0.0,0,0.0,529,0.0,543,8,Trinity College Dublin,0.0,0,0
Arts,History/Sociology,TR452,529,0.0,0,0.0,529,0.0,534,8,Trinity College Dublin,0.0,0,0
Arts,History/Religion,TR454,529,0.0,0,0.0,529,0.0,534,8,Trinity College Dublin,0.0,0,0
Arts,History of Art and Architecture/Modern Language,TR455,334,0.0,0,0.0,334,0.0,454,8,Trinity College Dublin,0.0,0,0
Arts,History of Art and Architecture/Philosophy,TR479,499,0.0,0,0.0,485,0.0,555,8,Trinity College Dublin,0.0,0,0
Arts,"Middle Eastern,Jewish and Islamic Civ./Ancient History and Archaeology",TR547,337,0.0,0,0.0,337,0.0,473,8,Trinity College Dublin,0.0,0,0
Arts,"Middle Eastern,Jewish and Islamic Civilisations/Classical Civilisation",TR548,335,0.0,0,0.0,335,0.0,543,8,Trinity College Dublin,0.0,0,0
Arts,"Middle Eastern,Jewish and Islamic Civilisations/History",TR554,529,0.0,0,0.0,529,0.0,555,8,Trinity College Dublin,0.0,0,0
Arts,"Middle Eastern,Jewish and Islamic Civilisations/Modern Language",TR563,335,0.0,0,0.0,335,0.0,451,8,Trinity College Dublin,0.0,0,0
Arts,"Middle Eastern,Jewish and Islamic Civilisations/Music",TR564,0,0.0,0,0.0,0,0.0,0,8,Trinity College Dublin,1.0,0,0
Arts,"Middle Eastern,Jewish and Islamic Civilisations/Religion",TR565,342,0.0,0,0.0,342,0.0,0,8,Trinity College Dublin,0.0,0,0
Arts,Mathematics/Modern Language,TR597,566,1.0,0,0.0,566,1.0,625,8,Trinity College Dublin,0.0,0,0
Arts,Mathematics/Music,TR598,566,1.0,0,0.0,566,1.0,0,8,Trinity College Dublin,1.0,0,0
Arts,Mathematics/Philosophy,TR599,566,1.0,0,0.0,566,1.0,589,8,Trinity College Dublin,0.0,0,0
Arts,Music/Philosophy,TR629,499,0.0,0,0.0,499,0.0,0,8,Trinity College Dublin,1.0,0,0
Arts,Music/Drama Studies,TR635,473,0.0,0,0.0,#473,0.0,487,8,Trinity College Dublin,1.0,0,0
Arts,Music/Modern Language,TR636,388,0.0,0,0.0,388,0.0,455,8,Trinity College Dublin,1.0,0,0
Arts,Music/Religion,TR638,388,0.0,0,0.0,388,0.0,440,8,Trinity College Dublin,1.0,0,0
Arts,Philosophy/Modern Language,TR639,499,0.0,0,0.0,499,0.0,613,8,Trinity College Dublin,0.0,0,0
Arts,Philosophy/Sociology,TR662,499,0.0,0,0.0,499,0.0,531,8,Trinity College Dublin,0.0,0,0
Arts,Religion/Classical Civilisation,TR663,342,0.0,0,0.0,342,0.0,591,8,Trinity College Dublin,0.0,0,0
Arts,Religion/English Literature,TR664,498,1.0,0,0.0,498,1.0,565,8,Trinity College Dublin,0.0,0,0
Arts,Religion/History of Art and Architecture,TR665,342,0.0,0,0.0,342,0.0,452,8,Trinity College Dublin,0.0,0,0
Arts,Religion/Modern Language,TR666,0,0.0,0,0.0,0,0.0,0,8,Trinity College Dublin,0.0,0,0
Arts,French/Modern Language,TR667,403,0.0,0,0.0,403,0.0,478,8,Trinity College Dublin,0.0,0,0
Arts,German/Modern Language,TR668,389,0.0,0,0.0,389,0.0,465,8,Trinity College Dublin,0.0,0,0
Arts,Irish/Modern Language,TR669,368,0.0,0,0.0,368,0.0,473,8,Trinity College Dublin,0.0,0,0
Arts,Italian/Modern Language,TR670,381,0.0,0,0.0,381,0.0,466,8,Trinity College Dublin,0.0,0,0
Arts,Russian/Modern Language,TR671,332,0.0,0,0.0,332,0.0,494,8,Trinity College Dublin,0.0,0,0
Arts,Spanish/Modern Language,TR672,336,0.0,0,0.0,336,0.0,488,8,Trinity College Dublin,0.0,0,0
Arts,Sociology/Drama Studies,TR755,498,0.0,0,0.0,#498,0.0,543,8,Trinity College Dublin,1.0,0,0
Arts,Sociology/Modern Language,TR756,498,0.0,495,0.0,495,0.0,510,8,Trinity College Dublin,0.0,0,0
Health,Dental Nursing,TR801,436,0.0,419,0.0,367,0.0,455,7,Trinity College Dublin,0.0,0,0
Health,Dental Hygiene,TR802,543,0.0,#511,0.0,#498,0.0,532,7,Trinity College Dublin,1.0,0,0
Health,Dental Technology,TR803,531,0.0,#486,0.0,#359,0.0,456,7,Trinity College Dublin,1.0,0,0
Health,Children`s and General Nursing (Integrated),TR911,511,0.0,510,0.0,499,1.0,521,8,Trinity College Dublin,0.0,0,0
Health,Midwifery,TR913,478,0.0,477,1.0,473,1.0,508,8,Trinity College Dublin,0.0,0,0
Engineering and engineering trades,Electronic Engineering,TU601,232,0.0,0,0.0,230,0.0,326,6,Technological University Dublin,0.0,avp,0
Engineering and engineering trades,Computer Engineering,TU602,223,0.0,0,0.0,223,0.0,330,6,Technological University Dublin,0.0,0,0
Engineering and engineering trades,Mechanical Engineering,TU603,197,0.0,197,0.0,197,0.0,299,6,Technological University Dublin,0.0,avp,0
Personal services,Bar and Restaurant Management,TU641,223,0.0,0,0.0,223,0.0,356,6,Technological University Dublin,0.0,0,0
Personal services,Culinary Arts,TU642,153,0.0,0,0.0,153,0.0,244,6,Technological University Dublin,0.0,avp,0
Personal services,Culinary Arts (Professional Cookery Practice),TU643,236,0.0,0,0.0,236,0.0,383,6,Technological University Dublin,0.0,0,0
Personal services,Food Management and Entrepreneurship,TU644,223,0.0,0,0.0,223,0.0,456,6,Technological University Dublin,0.0,0,0
Manufacturing and processing,Food Science and Management,TU645,241,0.0,0,0.0,243,0.0,390,6,Technological University Dublin,0.0,0,0
Biological and related sciences,Applied Biology,TU651,205,0.0,196,0.0,196,0.0,359,6,Technological University Dublin,0.0,avp,0
Information and Communication Technologies (ICTs),Computing,TU652,194,0.0,0,0.0,194,0.0,265,6,Technological University Dublin,0.0,0,0
Information and Communication Technologies (ICTs),Computing (Information Technology),TU653,245,0.0,0,0.0,245,0.0,357,6,Technological University Dublin,0.0,0,0
Health,Pharmacy Technician Studies,TU654,321,0.0,0,0.0,321,0.0,420,6,Technological University Dublin,0.0,0,0
Information and Communication Technologies (ICTs),Computing (Networking Technologies) Learn and Work,TU655,410,0.0,335,0.0,335,0.0,459,6,Technological University Dublin,1.0,avp,0
Business and administration,Business,TU671,226,0.0,0,0.0,228,0.0,403,6,Technological University Dublin,0.0,0,0
Business and administration,Business (Common entry),TU672,180,0.0,179,0.0,179,0.0,274,6,Technological University Dublin,0.0,avp,0
Business and administration,Business Management,TU673,300,0.0,0,0.0,300,0.0,451,6,Technological University Dublin,0.0,0,0
Business and administration,Business Studies,TU674,300,0.0,0,0.0,306,0.0,451,6,Technological University Dublin,0.0,0,0
Business and administration,Marketing,TU675,301,0.0,0,0.0,301,0.0,412,6,Technological University Dublin,0.0,0,0
Business and administration,Retail Management and Marketing,TU676,290,0.0,0,0.0,290,0.0,377,6,Technological University Dublin,0.0,0,0
Engineering and engineering trades,Automation Engineering,TU701,260,0.0,0,0.0,261,0.0,368,7,Technological University Dublin,0.0,0,0
Engineering and engineering trades,Biomedical Design,TU702,232,0.0,232,0.0,232,0.0,351,7,Technological University Dublin,0.0,avp,0
Engineering and engineering trades,Building Engineering,TU703,260,0.0,0,0.0,260,0.0,359,7,Technological University Dublin,0.0,0,0
Architecture and construction,Civil Engineering,TU704,262,0.0,0,0.0,262,0.0,361,7,Technological University Dublin,0.0,0,0
Engineering and engineering trades,Electrical and Control Engineering,TU705,243,0.0,0,0.0,243,0.0,339,7,Technological University Dublin,0.0,0,0
Engineering and engineering trades,Electrical Services Engineering,TU706,244,0.0,0,0.0,244,0.0,307,7,Technological University Dublin,0.0,0,0
Engineering and engineering trades,Electronic Engineering,TU707,224,0.0,224,0.0,224,0.0,361,7,Technological University Dublin,0.0,avp,0
Engineering and engineering trades,Engineering (Common Entry with Award options),TU708,225,0.0,0,0.0,225,0.0,360,7,Technological University Dublin,0.0,0,0
Engineering and engineering trades,Engineering (General Entry),TU709,370,0.0,0,0.0,370,0.0,487,7,Technological University Dublin,0.0,0,0
Engineering and engineering trades,Engineering Reliability Management,TU710,244,0.0,0,0.0,244,0.0,305,7,Technological University Dublin,0.0,0,0
Engineering and engineering trades,Mechatronic Engineering,TU711,223,0.0,0,0.0,223,0.0,372,7,Technological University Dublin,0.0,0,0
Engineering and engineering trades,Sustainable Energy and Environmental Engineering,TU712,180,0.0,180,0.0,180,0.0,332,7,Technological University Dublin,0.0,avp,0
Engineering and engineering trades,Computer Engineering,TU713,221,0.0,0,0.0,221,0.0,322,7,Technological University Dublin,0.0,0,0
Engineering and engineering trades,Electronics and Communications Engineering,TU714,264,0.0,0,0.0,264,0.0,392,7,Technological University Dublin,0.0,0,0
Engineering and engineering trades,Engineering Software,TU715,181,0.0,181,0.0,181,0.0,391,7,Technological University Dublin,0.0,avp,0
Engineering and engineering trades,Networking Technology,TU716,241,0.0,0,0.0,241,0.0,386,7,Technological University Dublin,0.0,0,0
Engineering and engineering trades,Mechanical Engineering,TU717,300,0.0,0,0.0,300,0.0,367,7,Technological University Dublin,0.0,0,0
Engineering and engineering trades,Mechanical Engineering,TU718,198,0.0,198,0.0,198,0.0,338,7,Technological University Dublin,0.0,avp,0
Manufacturing and processing,"Design,Technology and Innovation",TU719,228,0.0,0,0.0,228,0.0,363,7,Technological University Dublin,0.0,0,0
Engineering and engineering trades,Automotive Management and Technology,TU720,232,0.0,0,0.0,232,0.0,338,7,Technological University Dublin,0.0,0,0
Engineering and engineering trades,Aviation Technology,TU721,350,0.0,0,0.0,352,0.0,434,7,Technological University Dublin,0.0,0,0
Manufacturing and processing,Process Instrumentation and Automation Learn and Work,TU722,292,0.0,292,0.0,401,0.0,499,7,Technological University Dublin,1.0,avp,v
Business and administration,"Auctioneering, Valuation and Estate Agency",TU731,290,0.0,0,0.0,290,0.0,372,7,Technological University Dublin,0.0,0,0
Manufacturing and processing,Timber Product Technology,TU732,253,0.0,198,0.0,198,0.0,372,7,Technological University Dublin,0.0,avp,0
Personal services,Sports Management and Coaching,TU735,270,0.0,0,0.0,270,0.0,347,7,Technological University Dublin,0.0,0,0
Biological and related sciences,Sports Science and Health,TU736,410,0.0,391,0.0,391,0.0,455,7,Technological University Dublin,0.0,0,0
Personal services,Baking and Pastry Arts Management,TU741,234,0.0,0,0.0,238,0.0,412,7,Technological University Dublin,0.0,0,0
Personal services,Culinary Arts,TU742,155,0.0,155,0.0,155,0.0,319,7,Technological University Dublin,0.0,avp,0
Personal services,Hospitality Management,TU745,245,0.0,0,0.0,245,0.0,357,7,Technological University Dublin,0.0,0,0
Personal services,International Hospitality and Tourism Management,TU746,170,0.0,170,0.0,170,0.0,313,7,Technological University Dublin,0.0,avp,0
Personal services,Tourism Management,TU747,242,0.0,0,0.0,242,0.0,369,7,Technological University Dublin,0.0,0,0
Biological and related sciences,Biosciences,TU751,407,0.0,0,0.0,407,0.0,509,7,Technological University Dublin,0.0,0,0
Biological and related sciences,DNA and Forensic Analysis,TU752,390,0.0,0,0.0,390,0.0,465,7,Technological University Dublin,0.0,0,0
Physical sciences,Industrial and Environmental Physics,TU754,270,0.0,0,0.0,270,0.0,487,7,Technological University Dublin,0.0,0,0
Physical sciences,Science (General Entry),TU755,361,0.0,0,0.0,361,0.0,498,7,Technological University Dublin,0.0,0,0
Information and Communication Technologies (ICTs),Computing,TU756,200,0.0,195,0.0,195,0.0,357,7,Technological University Dublin,0.0,avp,0
Information and Communication Technologies (ICTs),Computing (Information Technology),TU757,225,0.0,0,0.0,225,0.0,352,7,Technological University Dublin,0.0,0,0
Information and Communication Technologies (ICTs),Digital Forensics and Cyber Security,TU758,220,0.0,0,0.0,220,0.0,337,7,Technological University Dublin,0.0,0,0
Information and Communication Technologies (ICTs),Information Technology Management,TU759,211,0.0,0,0.0,211,0.0,330,7,Technological University Dublin,0.0,0,0
Biological and related sciences,Bioanalysis,TU760,204,0.0,204,0.0,204,0.0,327,7,Technological University Dublin,0.0,avp,0
Health,Ophthalmic Dispensing,TU761,302,0.0,0,0.0,319,0.0,434,7,Technological University Dublin,0.0,0,0
Physical sciences,Medicinal Chemistry and Pharmaceutical Sciences,TU762,364,0.0,0,0.0,364,0.0,510,7,Technological University Dublin,0.0,0,0
Biological and related sciences,Pharmaceutical Science,TU763,382,0.0,349,0.0,349,0.0,429,7,Technological University Dublin,0.0,0,0
Business and administration,Business,TU771,224,0.0,0,0.0,224,0.0,392,7,Technological University Dublin,0.0,0,0
Business and administration,Business (Common Entry with Award options),TU772,AQA,0.0,227,0.0,AQA,0.0,317,7,Technological University Dublin,0.0,avp,0
Business and administration,Management,TU774,195,0.0,209,0.0,195,0.0,327,7,Technological University Dublin,0.0,avp,0
Business and administration,Accounting and Finance,TU775,260,0.0,0,0.0,260,0.0,465,7,Technological University Dublin,0.0,0,0
Business and administration,Accounting and Finance,TU776,182,0.0,175,0.0,175,0.0,337,7,Technological University Dublin,0.0,avp,0
Business and administration,Business and Information Technology,TU777,244,0.0,0,0.0,244,0.0,352,7,Technological University Dublin,0.0,0,0
Business and administration,International Business,TU778,224,0.0,0,0.0,226,0.0,423,7,Technological University Dublin,0.0,0,0
Business and administration,International Business,TU779,180,0.0,180,0.0,180,0.0,368,7,Technological University Dublin,0.0,avp,0
Business and administration,Advertising and Marketing Communications,TU780,179,0.0,179,0.0,179,0.0,366,7,Technological University Dublin,0.0,avp,0
Business and administration,Digital Marketing,TU781,220,0.0,0,0.0,220,0.0,326,7,Technological University Dublin,0.0,0,0
Business and administration,Digital Marketing,TU782,179,0.0,179,0.0,179,0.0,287,7,Technological University Dublin,0.0,avp,0
Business and administration,Marketing,TU783,189,0.0,189,0.0,189,0.0,360,7,Technological University Dublin,0.0,avp,0
Welfare,Applied Social Studies in Social Care,TU791,320,0.0,0,0.0,320,0.0,378,7,Technological University Dublin,0.0,0,0
Social and behavioural sciences,Community and Youth Development,TU792,101,0.0,250,0.0,101,0.0,288,7,Technological University Dublin,0.0,avp,0
Welfare,Early Childhood Care and Education,TU793,220,0.0,0,0.0,220,0.0,386,7,Technological University Dublin,0.0,0,0
Welfare,Early Childhood Care and Education,TU794,390,0.0,250,0.0,230,0.0,376,7,Technological University Dublin,0.0,0,0
Arts,Visual Merchandising and Display,TU795,481,0.0,0,0.0,481,0.0,763,7,Technological University Dublin,1.0,0,0
Arts,Creative Digital Media,TU796,225,0.0,0,0.0,225,0.0,383,7,Technological University Dublin,0.0,0,0
Engineering and engineering trades,Biomedical Design,TU801,235,0.0,0,0.0,235,0.0,381,8,Technological University Dublin,0.0,avp,0
Engineering and engineering trades,Electrical Services and Energy Management,TU802,317,0.0,300,0.0,300,0.0,352,8,Technological University Dublin,0.0,0,0
Engineering and engineering trades,Electronic Engineering,TU803,243,0.0,243,0.0,243,0.0,337,8,Technological University Dublin,0.0,avp,0
Engineering and engineering trades,Engineering (Common Entry with Award options),TU804,271,0.0,0,0.0,271,0.0,338,8,Technological University Dublin,0.0,0,0
Engineering and engineering trades,Engineering (General Entry),TU805,402,0.0,0,0.0,402,0.0,466,8,Technological University Dublin,0.0,0,0
Engineering and engineering trades,Sustainable Energy Engineering,TU806,262,0.0,0,0.0,262,0.0,318,8,Technological University Dublin,0.0,avp,0
Engineering and engineering trades,Computer Engineering in Mobile Systems,TU807,276,0.0,0,0.0,276,0.0,305,8,Technological University Dublin,0.0,0,0
Engineering and engineering trades,Engineering Software,TU808,260,0.0,260,0.0,260,0.0,339,8,Technological University Dublin,0.0,avp,0
Engineering and engineering trades,Mechanical Engineering,TU809,235,0.0,0,0.0,235,0.0,347,8,Technological University Dublin,0.0,avp,0
Engineering and engineering trades,Mechatronic Engineering,TU810,270,0.0,0,0.0,271,0.0,312,8,Technological University Dublin,0.0,0,0
Arts,Product Design,TU811,411,0.0,0,0.0,411,0.0,444,8,Technological University Dublin,0.0,0,0
Manufacturing and processing,"Design,Technology and Innovation",TU812,270,0.0,0,0.0,270,0.0,350,8,Technological University Dublin,0.0,0,0
Engineering and engineering trades,Automation Engineering,TU813,218,0.0,218,0.0,218,0.0,339,8,Technological University Dublin,0.0,avp,0
Transport services,Transport Operations and Technology,TU814,285,0.0,251,0.0,251,0.0,372,8,Technological University Dublin,0.0,avp,0
Architecture and construction,Architectural Technology,TU831,410,0.0,0,0.0,410,0.0,444,8,Technological University Dublin,0.0,0,0
Architecture and construction,Architecture (Suitability Test and Interview),TU832,622,0.0,0,0.0,622,0.0,658,8,Technological University Dublin,1.0,0,0
Architecture and construction,Construction Management,TU833,367,0.0,0,0.0,367,0.0,404,8,Technological University Dublin,0.0,0,0
Architecture and construction,Geographic Science,TU834,288,0.0,0,0.0,288,0.0,357,8,Technological University Dublin,0.0,0,0
Architecture and construction,Planning and Environmental Management,TU835,313,0.0,0,0.0,313,0.0,349,8,Technological University Dublin,0.0,0,0
Architecture and construction,Property Economics (Valuation Surveying),TU836,401,0.0,0,0.0,401,0.0,433,8,Technological University Dublin,0.0,0,0
Architecture and construction,Quantity Surveying and Construction Economics,TU837,385,0.0,0,0.0,385,0.0,418,8,Technological University Dublin,0.0,0,0
