CATEGORY,COURSE TITLE,COURSE CODE,R1 2020,2020 R1 Random,R2 2020,2020 R2 Random,EOS,EOS Random *,EOS Mid-point,Course Level,HEI,2020 Interview,avp,v
Engineering and engineering trades,Engineering (Computer/Electronic/Communications),333.0,0.0,333.0,0.0,333,,444,8,Maynooth University,0.0,avp,,MH
Engineering and engineering trades,Product Design,357.0,0.0,,0.0,357,,409,8,Maynooth University,0.0,,,MH
Engineering and engineering trades,Robotics and Intelligent Devices,361.0,0.0,,0.0,361,,433,8,Maynooth University,0.0,,,MH
Business and administration,Finance (options),357.0,0.0,,0.0,357,,398,8,Maynooth University,0.0,,,MH
Business and administration,Quantitative Finance,476.0,0.0,,0.0,476,,509,8,Maynooth University,0.0,,,MH
Business and administration,Accounting and Finance,422.0,0.0,,0.0,422,,468,8,Maynooth University,0.0,,,MH
Business and administration,Business (options),430.0,0.0,,0.0,430,,454,8,Maynooth University,0.0,,,MH
Business and administration,Equine Business,357.0,0.0,,0.0,357,,408,8,Maynooth University,0.0,,,MH
Business and administration,Business and Accounting,420.0,0.0,,0.0,420,,462,8,Maynooth University,0.0,,,MH
Business and administration,Entrepreneurship,371.0,0.0,,0.0,371,,408,8,Maynooth University,0.0,,,MH
Law,LLB Law - four year Single Major Law programme,473.0,0.0,,0.0,473,,495,8,Maynooth University,0.0,,,MH
Law,Law (options),451.0,0.0,,0.0,451,,473,8,Maynooth University,0.0,,,MH
Information and Communication Technologies (ICTs),Computer Science through Arts (options),352.0,0.0,,0.0,352,,403,8,Maynooth University,0.0,,,MH
Information and Communication Technologies (ICTs),Computer Science through Science (options),351.0,0.0,,0.0,351,,409,8,Maynooth University,0.0,,,MH
Information and Communication Technologies (ICTs),Computational Thinking,532.0,0.0,,0.0,532,,544,8,Maynooth University,0.0,,,MH
Education,Early Childhood - Teaching and Learning (part-time),327.0,0.0,,0.0,327,,378,8,Maynooth University,0.0,,,MH
Welfare,"Community and Youth Work (part-time, in service)",,0.0,1.0,0.0,1,,,8,Maynooth University,1.0,avp,,MH
Social and behavioural sciences,"Local Studies/Community Studies (part-time, evening) - Mature Students",,0.0,1.0,0.0,1,,,8,Maynooth University,1.0,avp,,MH
Arts,Contemporary & Applied Theatre Studies,375.0,0.0,,0.0,390,,412,8,Mary Immaculate College,0.0,,,MI
Arts,Arts,300.0,0.0,281.0,0.0,281,,389,8,Mary Immaculate College,0.0,,,MI
Education,Education - Primary Teaching - International,577.0,0.0,,0.0,577,,589,8,Mary Immaculate College,0.0,,,MI
Education,Education - Primary Teaching,495.0,0.0,,0.0,495,,521,8,Mary Immaculate College,0.0,,,MI
Education,Education - Primary Teaching - Gaeltacht Applicants,456.0,0.0,,0.0,462,,519,8,Mary Immaculate College,1.0,,,MI
Education,Early Childhood Care and Education,357.0,0.0,,0.0,357,,409,8,Mary Immaculate College,0.0,,,MI
Education,Education and Psychology - Primary Teaching,588.0,0.0,,0.0,588,,601,8,Mary Immaculate College,0.0,,,MI
Education,"Education, Business Studies and Accounting",402.0,0.0,,0.0,402,,455,8,Mary Immaculate College,0.0,,,MI
Education,"Education, Business Studies and Religious Studies",368.0,0.0,,0.0,368,,389,8,Mary Immaculate College,0.0,,,MI
Education,"Education, Gaeilge and Religious Studies",409.0,0.0,,0.0,409,,451,8,Mary Immaculate College,0.0,,,MI
Education,"Education, Gaeilge and Business Studies",401.0,0.0,,0.0,401,,463,8,Mary Immaculate College,0.0,,,MI
Education,"Education, Mathematics and Gaeilge",444.0,0.0,,0.0,444,,477,8,Mary Immaculate College,0.0,,,MI
Education,"Education, Mathematics and Business Studies",434.0,0.0,,0.0,434,,487,8,Mary Immaculate College,0.0,,,MI
Interdisciplinary programmes and qualifications involving arts and humanities,Theology and Arts,290.0,0.0,290.0,0.0,290,,349,8,"Pontifical University, St Patrick's College",0.0,avp,,MU
Interdisciplinary programmes and qualifications involving arts and humanities,Theology,440.0,0.0,,0.0,440,,440,8,"Pontifical University, St Patrick's College",0.0,avp,,MU
Information and Communication Technologies (ICTs),Computing (Degree Award options),260.0,0.0,,0.0,260,,303,8,National College of Ireland (NCI),0.0,,,NC
Business and administration,Human Resource Management,300.0,0.0,,0.0,300,,331,8,National College of Ireland (NCI),0.0,,,NC
Business and administration,Business,300.0,0.0,,0.0,300,,346,8,National College of Ireland (NCI),0.0,,,NC
Social and behavioural sciences,Psychology,400.0,0.0,,0.0,400,,440,8,National College of Ireland (NCI),0.0,,,NC
Business and administration,Marketing Practice,280.0,0.0,,0.0,282,,338,8,National College of Ireland (NCI),0.0,,,NC
Business and administration,Accounting and Finance,337.0,0.0,,0.0,337,,378,8,National College of Ireland (NCI),0.0,,,NC
Information and Communication Technologies (ICTs),Technology Management (with specialisations),261.0,0.0,,0.0,261,,282,8,National College of Ireland (NCI),0.0,,,NC
Information and Communication Technologies (ICTs),Computing,220.0,0.0,,0.0,220,,342,6,National College of Ireland (NCI),0.0,,,NC
Business and administration,Business,250.0,0.0,,0.0,250,,327,6,National College of Ireland (NCI),0.0,,,NC
Information and Communication Technologies (ICTs),Business Computing,243.0,0.0,,0.0,243,,423,6,National College of Ireland (NCI),0.0,,,NC
Education,Montessori Education,187.0,0.0,,0.0,187,,407,7,St Nicholas Montessori College Ireland,0.0,,,NM
Education,Montessori Education,220.0,0.0,,0.0,220,,290,8,St Nicholas Montessori College Ireland,0.0,,,NM
Humanities (except languages),Arts and Humanities,200.0,0.0,121.0,0.0,80,,368,7,"Carlow College, St. Patrick`s",0.0,avp,,PC
Welfare,Applied Social Studies - Professional Social Care,217.0,0.0,197.0,0.0,175,,269,7,"Carlow College, St. Patrick`s",0.0,,,PC
Social and behavioural sciences,"Social, Political and Community Studies",253.0,0.0,216.0,0.0,216,,311,8,"Carlow College, St. Patrick`s",0.0,avp,,PC
Humanities (except languages),Arts and Humanities (fulfils Teaching Council requirements),252.0,0.0,209.0,0.0,209,,300,8,"Carlow College, St. Patrick`s",0.0,avp,,PC
Humanities (except languages),English and History (fulfils Teaching Council requirements),255.0,0.0,209.0,0.0,209,,310,8,"Carlow College, St. Patrick`s",0.0,avp,,PC
Health,Medicine - Undergraduate Entry (HPAT required),733.0,0.0,,0.0,733,,738,8,RCSI University of Medicine & Health Sciences,1.0,,,RC
Health,Physiotherapy,566.0,0.0,,0.0,566,,567,8,RCSI University of Medicine & Health Sciences,0.0,,,RC
Health,Pharmacy,579.0,0.0,,0.0,578,1.0,589,8,RCSI University of Medicine & Health Sciences,0.0,,,RC
Health,Medicine - Graduate Entry (GAMSAT required),,0.0,,0.0,61,,63,8,RCSI University of Medicine & Health Sciences,1.0,,,RC
Business and administration,Business,160.0,0.0,160.0,0.0,160,,336,6,"Institute of Technology, Sligo",0.0,avp,,SG
Information and Communication Technologies (ICTs),Computing (Level 6 - General Entry),254.0,0.0,,0.0,254,,321,6,"Institute of Technology, Sligo",0.0,,,SG
Information and Communication Technologies (ICTs),Computing - Games Development,280.0,0.0,,0.0,280,,378,7,"Institute of Technology, Sligo",0.0,,,SG
Personal services,Applied Sport with Business,215.0,0.0,,0.0,215,,337,7,"Institute of Technology, Sligo",0.0,,,SG
Personal services,Business in Tourism with Event Management,187.0,0.0,,0.0,187,,338,7,"Institute of Technology, Sligo",0.0,,,SG
Information and Communication Technologies (ICTs),Computing - Software Development,272.0,0.0,,0.0,272,,328,7,"Institute of Technology, Sligo",0.0,,,SG
Information and Communication Technologies (ICTs),Computing (Computer Networks and Cloud Infrastructure),324.0,0.0,,0.0,326,,367,7,"Institute of Technology, Sligo",0.0,,,SG
Information and Communication Technologies (ICTs),Computing (Level 7 - General Entry),260.0,0.0,,0.0,260,,351,7,"Institute of Technology, Sligo",0.0,,,SG
Business and administration,Business,261.0,0.0,,0.0,261,,347,8,"Institute of Technology, Sligo",0.0,,,SG
Business and administration,Business in International Marketing and Languages (French),279.0,0.0,,0.0,279,,386,8,"Institute of Technology, Sligo",0.0,,,SG
Business and administration,Business in International Marketing and Languages (Spanish),270.0,0.0,,0.0,270,,347,8,"Institute of Technology, Sligo",0.0,,,SG
Business and administration,Accounting,309.0,0.0,,0.0,309,,411,8,"Institute of Technology, Sligo",0.0,,,SG
Personal services,Sport with Business,307.0,0.0,,0.0,307,,367,8,"Institute of Technology, Sligo",0.0,,,SG
Personal services,Tourism with Event Management,269.0,0.0,,0.0,269,,340,8,"Institute of Technology, Sligo",0.0,,,SG
Arts,Fine Art,449.0,0.0,449.0,0.0,449,,556,7,"Institute of Technology, Sligo",1.0,avp,,SG
Arts,Creative Design,273.0,0.0,,0.0,276,,353,7,"Institute of Technology, Sligo",0.0,,,SG
Arts,Performing Arts (Theatre Design),319.0,0.0,,0.0,319,,398,7,"Institute of Technology, Sligo",0.0,,,SG
Arts,Performing Arts (Acting),235.0,0.0,,0.0,235,,400,7,"Institute of Technology, Sligo",0.0,,,SG
Arts,Performing Arts,328.0,0.0,,0.0,328,,387,8,"Institute of Technology, Sligo",0.0,,,SG
Welfare,Early Childhood Care and Education,279.0,0.0,,0.0,279,,319,8,"Institute of Technology, Sligo",0.0,,,SG
Welfare,Social Care Practice,301.0,0.0,,0.0,301,,346,8,"Institute of Technology, Sligo",0.0,,,SG
Arts,Fine Art,505.0,0.0,,0.0,505,,505,8,"Institute of Technology, Sligo",1.0,,,SG
Arts,Creative Design,282.0,0.0,,0.0,282,,339,8,"Institute of Technology, Sligo",0.0,,,SG
Information and Communication Technologies (ICTs),Computing,290.0,0.0,,0.0,290,,333,8,"Institute of Technology, Sligo",0.0,,,SG
Social and behavioural sciences,English and Psychology,309.0,0.0,,0.0,309,,382,8,"Institute of Technology, Sligo",0.0,,,SG
Social and behavioural sciences,Sociology and Politics,281.0,0.0,,0.0,281,,327,8,"Institute of Technology, Sligo",0.0,,,SG
Languages,Writing and Literature,297.0,0.0,,0.0,297,,368,8,"Institute of Technology, Sligo",0.0,,,SG
Information and Communication Technologies (ICTs),Application Design and User Experience,412.0,0.0,,0.0,412,,412,8,"Institute of Technology, Sligo",0.0,,,SG
Information and Communication Technologies (ICTs),Computing (Smart Technologies),327.0,0.0,,0.0,342,,367,8,"Institute of Technology, Sligo",0.0,,,SG
Information and Communication Technologies (ICTs),Software Development,307.0,0.0,,0.0,307,,319,8,"Institute of Technology, Sligo",0.0,,,SG
Information and Communication Technologies (ICTs),Computer Networks and Cloud Infrastructure,324.0,0.0,,0.0,378,,378,8,"Institute of Technology, Sligo",0.0,,,SG
Languages,Writing and Literature Online,225.0,0.0,225.0,0.0,225,,328,8,"Institute of Technology, Sligo",0.0,avp,,SG
Engineering and engineering trades,Engineering (General Entry),209.0,0.0,,0.0,209,,296,6,"Institute of Technology, Sligo",0.0,,,SG
Architecture and construction,Construction Economics,184.0,0.0,,0.0,184,,256,6,"Institute of Technology, Sligo",0.0,,,SG
Architecture and construction,Applied Construction Technology,171.0,0.0,,0.0,171,,354,6,"Institute of Technology, Sligo",0.0,,,SG
Engineering and engineering trades,Engineering (General Entry),243.0,0.0,,0.0,243,,399,7,"Institute of Technology, Sligo",0.0,,,SG
Architecture and construction,Interior Architecture and Design,236.0,0.0,,0.0,236,,378,7,"Institute of Technology, Sligo",0.0,,,SG
Architecture and construction,Advanced Wood and Sustainable Building Technology,208.0,0.0,,0.0,208,,338,7,"Institute of Technology, Sligo",0.0,,,SG
Engineering and engineering trades,Mechanical Engineering,216.0,0.0,,0.0,216,,347,7,"Institute of Technology, Sligo",0.0,,,SG
Engineering and engineering trades,Mechatronic Engineering,290.0,0.0,,0.0,290,,361,7,"Institute of Technology, Sligo",0.0,,,SG
Engineering and engineering trades,Precision Engineering and Design,309.0,0.0,,0.0,309,,451,7,"Institute of Technology, Sligo",0.0,,,SG
Architecture and construction,Civil Engineering,245.0,0.0,,0.0,245,,443,7,"Institute of Technology, Sligo",0.0,,,SG
Architecture and construction,Quantity Surveying,195.0,0.0,,0.0,195,,337,7,"Institute of Technology, Sligo",0.0,,,SG
Architecture and construction,Civil Engineering,415.0,0.0,,0.0,415,,480,8,"Institute of Technology, Sligo",0.0,,,SG
Architecture and construction,Quantity Surveying,311.0,0.0,,0.0,311,,367,8,"Institute of Technology, Sligo",0.0,,,SG
Architecture and construction,Construction Project Management and Applied Technology,291.0,0.0,,0.0,291,,337,8,"Institute of Technology, Sligo",0.0,,,SG
Architecture and construction,Architecture,360.0,0.0,,0.0,360,,411,8,"Institute of Technology, Sligo",0.0,,,SG
Architecture and construction,Interior Architecture and Design,316.0,0.0,,0.0,331,,368,8,"Institute of Technology, Sligo",0.0,,,SG
Biological and related sciences,Science,209.0,0.0,209.0,0.0,209,,288,6,"Institute of Technology, Sligo",0.0,avp,,SG
Environment,Environmental Science with Ecology (Level 6),264.0,0.0,264.0,0.0,358,,377,6,"Institute of Technology, Sligo",0.0,avp,v,SG
Health,Health and Exercise Science,367.0,0.0,,0.0,367,,429,6,"Institute of Technology, Sligo",0.0,,,SG
Physical sciences,Pharmaceutical Science with Drug Development,269.0,0.0,,0.0,269,,387,7,"Institute of Technology, Sligo",0.0,,,SG
Hygiene and occupational health services,Occupational Safety and Health,223.0,0.0,,0.0,223,,360,7,"Institute of Technology, Sligo",0.0,,,SG
Health,Human Nutrition,280.0,0.0,,0.0,280,,420,7,"Institute of Technology, Sligo",0.0,,,SG
Health,Health Science and Physiology,289.0,0.0,,0.0,289,,409,7,"Institute of Technology, Sligo",0.0,,,SG
Health,Biomedical Science,262.0,0.0,,0.0,262,,465,7,"Institute of Technology, Sligo",0.0,,,SG
Biological and related sciences,Forensic Investigation and Analysis,243.0,0.0,,0.0,243,,367,7,"Institute of Technology, Sligo",0.0,,,SG
Environment,Environmental Science with Ecology (Level 7),254.0,0.0,,0.0,254,,409,7,"Institute of Technology, Sligo",0.0,,,SG
Hygiene and occupational health services,Occupational Safety and Health,290.0,0.0,,0.0,290,,367,8,"Institute of Technology, Sligo",0.0,,,SG
Health,Human Nutrition,356.0,0.0,,0.0,356,,397,8,"Institute of Technology, Sligo",0.0,,,SG
Biological and related sciences,Science Undenominated,338.0,0.0,,0.0,338,,420,8,"Institute of Technology, Sligo",0.0,,,SG
Physical sciences,Pharmaceutical Science with Drug Development,311.0,0.0,,0.0,311,,367,8,"Institute of Technology, Sligo",0.0,,,SG
Health,Health Science and Physical Activity,328.0,0.0,,0.0,328,,387,8,"Institute of Technology, Sligo",0.0,,,SG
Biological and related sciences,Forensic Investigation and Analysis,306.0,0.0,,0.0,307,,368,8,"Institute of Technology, Sligo",0.0,,,SG
Health,Medical Biotechnology,341.0,0.0,,0.0,341,,395,8,"Institute of Technology, Sligo",0.0,,,SG
Environment,Environmental Science with Ecology (Level 8),300.0,0.0,,0.0,304,,368,8,"Institute of Technology, Sligo",0.0,,,SG
Health,Health and Medical Information Science (Online),285.0,0.0,285.0,0.0,285,,285,7,"Institute of Technology, Sligo",0.0,avp,,SG
Business and administration,Business Administration,228.0,0.0,,0.0,228,,316,7,"Institute of Technology, Sligo",0.0,,,SG
Business and administration,Business,223.0,0.0,,0.0,223,,379,7,"Institute of Technology, Sligo",0.0,,,SG
Business and administration,Marketing and Sales,234.0,0.0,,0.0,234,,389,7,"Institute of Technology, Sligo",0.0,,,SG
Personal services,Culinary Arts,189.0,0.0,189.0,0.0,189,,308,6,"Institute of Technology, Tralee",0.0,avp,,TL
Environment,Science (Biological and Environmental Studies),223.0,0.0,223.0,0.0,233,,434,6,"Institute of Technology, Tralee",0.0,avp,v,TL
Health,Pharmacy Technician,260.0,0.0,,0.0,260,,348,6,"Institute of Technology, Tralee",0.0,,,TL
Arts,"Animation, Visual Effects and Motion Design (Level 7)",228.0,0.0,,0.0,228,,443,7,"Institute of Technology, Tralee",0.0,,,TL
Arts,"TV, Radio and New Media (Level 7)",243.0,0.0,,0.0,243,,462,7,"Institute of Technology, Tralee",0.0,,,TL
Information and Communication Technologies (ICTs),Computing with Software Development,232.0,0.0,,0.0,232,,319,7,"Institute of Technology, Tralee",0.0,,,TL
Information and Communication Technologies (ICTs),Computing with Games Development,224.0,0.0,,0.0,224,,301,7,"Institute of Technology, Tralee",0.0,,,TL
Information and Communication Technologies (ICTs),Computing (Degree Award options),251.0,0.0,,0.0,251,,368,7,"Institute of Technology, Tralee",0.0,,,TL
Information and Communication Technologies (ICTs),Computer Systems and Networking,269.0,0.0,,0.0,269,,338,7,"Institute of Technology, Tralee",0.0,,,TL
Business and administration,Business (Major Specialism in: Acctng or Mktg or Mgmnt),219.0,0.0,,0.0,219,,399,7,"Institute of Technology, Tralee",0.0,,,TL
Agriculture,Agricultural Mechanisation,,0.0,,0.0,,,,7,"Institute of Technology, Tralee",0.0,,,TL
Agriculture,Agricultural Engineering,243.0,0.0,,0.0,243,,359,7,"Institute of Technology, Tralee",0.0,,,TL
Architecture and construction,Civil and Environmental Engineering,261.0,0.0,261.0,0.0,145,,355,7,"Institute of Technology, Tralee",0.0,avp,,TL
Engineering and engineering trades,Engineering in Mechanical and Manufacturing Engineering,200.0,0.0,,0.0,200,,368,7,"Institute of Technology, Tralee",0.0,,,TL
Biological and related sciences,Agricultural Science,249.0,0.0,,0.0,249,,398,7,"Institute of Technology, Tralee",0.0,,,TL
Health,Pharmaceutical Science (Degree Award options),261.0,0.0,,0.0,261,,433,7,"Institute of Technology, Tralee",0.0,,,TL
Veterinary,Animal Bioscience,251.0,0.0,,0.0,261,,380,7,"Institute of Technology, Tralee",0.0,,,TL
Personal services,Health and Leisure (Degree Award Options),208.0,0.0,,0.0,208,,370,7,"Institute of Technology, Tralee",0.0,,,TL
Personal services,Health and Leisure with Massage,218.0,0.0,,0.0,218,,378,7,"Institute of Technology, Tralee",0.0,,,TL
Personal services,Coaching and Sports Performance,106.0,0.0,106.0,0.0,106,,297,7,"Institute of Technology, Tralee",0.0,avp,,TL
Welfare,Early Childhood Care and Education,234.0,0.0,,0.0,234,,354,7,"Institute of Technology, Tralee",0.0,,,TL
Welfare,Social Care,225.0,0.0,,0.0,225,,318,7,"Institute of Technology, Tralee",0.0,,,TL
Arts,"Animation, Visual Effects and Motion Design (Level 8)",281.0,0.0,,0.0,281,,349,8,"Institute of Technology, Tralee",0.0,,,TL
Arts,"TV, Radio and New Media (Level 8)",325.0,0.0,,0.0,325,,397,8,"Institute of Technology, Tralee",0.0,,,TL
Information and Communication Technologies (ICTs),Computing with Software Development,310.0,0.0,,0.0,310,,389,8,"Institute of Technology, Tralee",0.0,,,TL
Information and Communication Technologies (ICTs),Computing with Games Development,358.0,0.0,,0.0,358,,,8,"Institute of Technology, Tralee",0.0,,,TL
Information and Communication Technologies (ICTs),Computing (Degree Award options),308.0,0.0,,0.0,308,,360,8,"Institute of Technology, Tralee",0.0,,,TL
Personal services,Event Management (3 year programme),299.0,0.0,,0.0,299,,369,8,"Institute of Technology, Tralee",0.0,,,TL
Business and administration,Business Studies (Major Specialism in: Acctng or Mktg or Mgmnt),306.0,0.0,,0.0,306,,381,8,"Institute of Technology, Tralee",0.0,,,TL
"Interdisciplinary programmes and qualifications involving agriculture, forestry and veterinary",Agricultural Engineering,300.0,0.0,,0.0,300,,373,8,"Institute of Technology, Tralee",0.0,,,TL
Architecture and construction,Civil Engineering,325.0,0.0,,0.0,325,,413,8,"Institute of Technology, Tralee",0.0,,,TL
Manufacturing and processing,Manufacturing Engineering,302.0,0.0,,0.0,302,,368,8,"Institute of Technology, Tralee",0.0,,,TL
"Interdisciplinary programmes and qualifications involving agriculture, forestry and veterinary",Agricultural Science,308.0,0.0,,0.0,308,,380,8,"Institute of Technology, Tralee",0.0,,,TL
Environment,Wildlife Biology (Degree Award options),309.0,0.0,,0.0,309,,383,8,"Institute of Technology, Tralee",0.0,,,TL
Health,Pharmaceutical Science (Degree Award options),317.0,0.0,,0.0,317,,369,8,"Institute of Technology, Tralee",0.0,,,TL
Veterinary,Veterinary Bioscience,308.0,0.0,,0.0,308,,393,8,"Institute of Technology, Tralee",0.0,,,TL
Personal services,Health and Leisure (Degree Award options),300.0,0.0,,0.0,300,,379,8,"Institute of Technology, Tralee",0.0,,,TL
Personal services,Health and Leisure with Massage,309.0,0.0,,0.0,309,,408,8,"Institute of Technology, Tralee",0.0,,,TL
Personal services,Coaching and Sports Performance,289.0,0.0,,0.0,289,,329,8,"Institute of Technology, Tralee",0.0,,,TL
Welfare,Early Childhood Care and Education,307.0,0.0,,0.0,307,,349,8,"Institute of Technology, Tralee",0.0,,,TL
Welfare,Social Care,308.0,0.0,,0.0,309,,362,8,"Institute of Technology, Tralee",0.0,,,TL
Welfare,Counselling with Addiction - Mature applicants only,,0.0,,0.0,,,,8,"Institute of Technology, Tralee",1.0,,,TL
Health,General Nursing and Mature Applicants,440.0,1.0,414.0,0.0,414,,441,8,"Institute of Technology, Tralee",0.0,,,TL
Health,Mental Health Nursing and Mature Applicants,389.0,0.0,378.0,0.0,378,,399,8,"Institute of Technology, Tralee",0.0,,,TL
Arts,Music,435.0,0.0,429.0,0.0,382,,468,8,Trinity College Dublin,0.0,,,TR
Humanities (except languages),History,497.0,0.0,493.0,0.0,456,,511,8,Trinity College Dublin,0.0,,,TR
Law,Law,566.0,0.0,565.0,1.0,565,1.0,578,8,Trinity College Dublin,0.0,,,TR
Humanities (except languages),Philosophy,442.0,0.0,,0.0,442,,476,8,Trinity College Dublin,0.0,,,TR
Social and behavioural sciences,Psychology,567.0,0.0,555.0,1.0,555,1.0,578,8,Trinity College Dublin,0.0,,,TR
Health,Clinical Speech and Language Studies,529.0,0.0,,0.0,529,,553,8,Trinity College Dublin,0.0,,,TR
Education,Music Education,420.0,0.0,,0.0,420,,532,8,Trinity College Dublin,1.0,,,TR
Humanities (except languages),History and Political Science,555.0,0.0,554.0,0.0,552,1.0,578,8,Trinity College Dublin,0.0,,,TR
Social and behavioural sciences,"Philosophy, Political Science, Economics and Sociology",589.0,0.0,,0.0,589,,601,8,Trinity College Dublin,0.0,,,TR
Languages,Deaf Studies,340.0,0.0,,0.0,329,,377,8,Trinity College Dublin,0.0,,,TR
Law,Law and Business,602.0,0.0,,0.0,602,,613,8,Trinity College Dublin,0.0,,,TR
Law,Law and French,565.0,0.0,,0.0,565,,589,8,Trinity College Dublin,0.0,,,TR
Law,Law and German,543.0,0.0,542.0,0.0,542,,566,8,Trinity College Dublin,0.0,,,TR
Law,Law and Political Science,602.0,0.0,,0.0,601,1.0,613,8,Trinity College Dublin,0.0,,,TR
Humanities (except languages),"Classics, Ancient History and Archaeology",370.0,0.0,,0.0,370,,434,8,Trinity College Dublin,0.0,,,TR
Languages,Early and Modern Irish,398.0,0.0,,0.0,398,,451,8,Trinity College Dublin,0.0,,,TR
Languages,English Studies,487.0,0.0,476.0,0.0,474,,511,8,Trinity College Dublin,0.0,,,TR
Humanities (except languages),European Studies,544.0,0.0,542.0,0.0,530,,566,8,Trinity College Dublin,0.0,,,TR
Arts,Drama and Theatre Studies,564.0,0.0,530.0,0.0,530,,581,8,Trinity College Dublin,1.0,,,TR
Humanities (except languages),Ancient and Medieval History and Culture,342.0,0.0,,0.0,342,,453,8,Trinity College Dublin,0.0,,,TR
Social and behavioural sciences,Political Science and Geography,526.0,0.0,520.0,0.0,510,,533,8,Trinity College Dublin,0.0,,,TR
Mathematics and statistics,Mathematics,531.0,0.0,,0.0,531,,589,8,Trinity College Dublin,0.0,,,TR
Engineering and engineering trades,Engineering,510.0,0.0,509.0,1.0,508,,533,8,Trinity College Dublin,0.0,,,TR
Information and Communication Technologies (ICTs),Computer Science,509.0,0.0,,0.0,509,,545,8,Trinity College Dublin,0.0,,,TR
Business and administration,Management Science and Information Systems Studies,613.0,1.0,,0.0,613,1.0,625,8,Trinity College Dublin,0.0,,,TR
Physical sciences,Theoretical Physics,543.0,0.0,,0.0,543,,601,8,Trinity College Dublin,0.0,,,TR
Engineering and engineering trades,Engineering with Management,532.0,0.0,,0.0,532,,556,8,Trinity College Dublin,0.0,,,TR
Information and Communication Technologies (ICTs),Computer Science and Language,454.0,0.0,424.0,0.0,424,,488,8,Trinity College Dublin,0.0,,,TR
Languages,Middle Eastern and European Languages and Cultures,466.0,0.0,,0.0,466,,521,8,Trinity College Dublin,0.0,,,TR
Humanities (except languages),Religion,368.0,0.0,,0.0,368,,418,8,Trinity College Dublin,0.0,,,TR
Arts,Film,489.0,0.0,476.0,0.0,466,,498,8,Trinity College Dublin,0.0,,,TR
Humanities (except languages),History of Art and Architecture,393.0,0.0,354.0,0.0,354,,474,8,Trinity College Dublin,0.0,,,TR
Health,Medicine (HPAT required),735.0,1.0,734.0,1.0,734,,745,8,Trinity College Dublin,1.0,,,TR
Health,Dental Science,613.0,1.0,613.0,1.0,613,1.0,625,8,Trinity College Dublin,0.0,,,TR
Health,Physiotherapy,566.0,1.0,566.0,1.0,566,1.0,567,8,Trinity College Dublin,0.0,,,TR
Health,Occupational Therapy,533.0,0.0,,0.0,533,,554,8,Trinity College Dublin,0.0,,,TR
Health,Radiation Therapy,543.0,0.0,,0.0,543,,554,8,Trinity College Dublin,0.0,,,TR
Health,Human Health and Disease,565.0,0.0,,0.0,564,,578,8,Trinity College Dublin,0.0,,,TR
Biological and related sciences,Biological and Biomedical Sciences,543.0,1.0,543.0,0.0,543,,566,8,Trinity College Dublin,0.0,,,TR
Physical sciences,Chemical Sciences,517.0,0.0,510.0,0.0,510,,532,8,Trinity College Dublin,0.0,,,TR
Physical sciences,Geography and Geoscience,473.0,0.0,,0.0,473,,499,8,Trinity College Dublin,0.0,,,TR
Physical sciences,Physical Sciences,498.0,1.0,498.0,0.0,477,1.0,531,8,Trinity College Dublin,0.0,,,TR
Health,Pharmacy,590.0,0.0,,0.0,590,,613,8,Trinity College Dublin,0.0,,,TR
Business and administration,Global Business,589.0,1.0,,0.0,589,1.0,601,8,Trinity College Dublin,0.0,,,TR
Social and behavioural sciences,"Business, Economic and Social Studies (BESS)",543.0,1.0,543.0,1.0,543,1.0,565,8,Trinity College Dublin,0.0,,,TR
Business and administration,Computer Science and Business,555.0,0.0,,0.0,555,,578,8,Trinity College Dublin,0.0,,,TR
Social and behavioural sciences,Sociology and Social Policy,498.0,0.0,487.0,0.0,478,,513,8,Trinity College Dublin,0.0,,,TR
Welfare,Social Studies (Social Work),462.0,1.0,,0.0,462,1.0,495,8,Trinity College Dublin,0.0,,,TR
Business and administration,Business Studies and French,540.0,0.0,531.0,0.0,521,1.0,543,8,Trinity College Dublin,0.0,,,TR
Business and administration,Business Studies and German,509.0,0.0,499.0,1.0,499,,518,8,Trinity College Dublin,0.0,,,TR
Business and administration,Business Studies and Russian,474.0,0.0,465.0,0.0,456,1.0,488,8,Trinity College Dublin,0.0,,,TR
Business and administration,Business Studies and Polish,444.0,0.0,424.0,0.0,424,,468,8,Trinity College Dublin,0.0,,,TR
Business and administration,Business Studies and Spanish,531.0,1.0,,0.0,531,1.0,542,8,Trinity College Dublin,0.0,,,TR
Health,General Nursing (Meath and St James`s),429.0,0.0,,0.0,429,,455,8,Trinity College Dublin,0.0,,,TR
Health,General Nursing (Adelaide School of Nursing),430.0,0.0,429.0,0.0,414,,441,8,Trinity College Dublin,1.0,,,TR
Health,Mental Health Nursing,408.0,0.0,,0.0,408,,430,8,Trinity College Dublin,0.0,,,TR
Health,Intellectual Disability Nursing,396.0,0.0,,0.0,378,,398,8,Trinity College Dublin,0.0,,,TR
Arts,Ancient History and Archaeology/Geography,352.0,0.0,,0.0,352,,429,8,Trinity College Dublin,0.0,,,TR
Arts,Ancient History and Archaeology/History,529.0,0.0,,0.0,529,,,8,Trinity College Dublin,0.0,,,TR
Arts,Ancient History and Archaeology/History of Art and Architecture,337.0,0.0,,0.0,337,,477,8,Trinity College Dublin,0.0,,,TR
Arts,Ancient History and Archaeology/Modern Language,337.0,0.0,,0.0,337,,420,8,Trinity College Dublin,0.0,,,TR
